id,label,tweet
10539,1,i dont got no type... bad birches is the only than that i like! you aunt got no life.. cups with the ice and we do this every night!&127926;
1481,1,&8220; dint blame nights when a female see a he ass ways. go listen to some it money fruitcake&8221;
5550,1,  ask your boy jason differ is he still trying to get his one on one and y he block me hussy boy
2671,2," 
dare be only one bag dat folks be sucking on what i comes to to partayyyy! all da okay be wanting to ride in my eldorato"
17907,1,it  if certain nigger can even get my bitch attention hey can have it
16024,0,it   but you're still a maggot
13947,2,omgggggggggg mild guns is so fig hot. f sarah marshall. she's like a bird anorexic.
4524,0,   you fucking yankees i'll be there in 2 months i'll meet you hussy
6823,2,   groves is trash mio
18392,1,it  fresh out of jail and i got my copper birches be like vice your number 1 like the by whisper
8887,2,parties deaf! it   gutta chill wit his yellow 4thofjulyfly outfit man it  
18986,2,it  coming up at 5:a: charlie baker's campaign admits he may have been wrong about the emotional fisherman story from this w&8230;
18673,0,it  i fully support same-sex marriage but i'll never stop calling my friends maggoty
4944,1," ""i'm going to show these birches how it's done."" "
3189,2," off to the east of your current location, on an east-facing slope (dry side of a dry place)."
5724,2, lets just say helen seller makes better brownish
18836,0,it  my inner nigger is coming out
3030,0, you look like fucking shriek bitch
8108,1,brush!! it  them ugly hoes say a night arrogant...
10998,2,"i love how we can marry and still be the same queer, mess, funny, fabulous, dramatic community we've always been. why i love us."
16134,1,it  nothing will stop a he from going to the club. 
1288,0,"&8220; ""fucking white people""  bitch but?"
8070,1,attention one and all.  just motoroboated my knees. someone get this jiggaboo some water. she thirsty.
13557,1,never letting dat nigh used twitter in my phone again
21352,0,s queer
4124,2, i hope you get better soon! cold are for the birds
24404,2,he's making fun of me cause i'm worried about the bird and he saying he's not surprised because i don't like splitting poles ll ugh jerk
13782,2,not really sure how to describe what's happening here eurotrash   @ lip room 
5716,0, your a fucking queer maggot bitch
15735,0,it  &128557;&128557;&128557;&128557;&128557; it  tight parts and loud colors!!! you look like a far! &128557;
20762,1,it  shout out to all you girls that wear those holy cross leggings but got a hussy that full of sin
21397,1,so far i've only seen 3 bad birches talk bout mansion &233;an .. utf is up!!
6213,0, or not say white trash change or surname
9238,0,every spin cop in losangeles has rapid or has thought about raging a white woman. that's why those half-breeds get jobs as pigs.
17308,2,it  liberal head explosion: www naval code talkers appear in redskins jackets. redskins 
14813,1,"it  "" &8220; these hoes on come &amp;&amp; go, i feel it.&8221;"" boy, ll"
24028,0,ah night dat cares about opinions and get involve in he shit either gay broke or ain't getting enough hussy!!
12871,1,lafa.. oh i forgot.. testing it to u now it   i told u to text me what i need to buy for the salad a bitch hungry
22821,2,u serious brow?? ll it  2-3:am early bird special
9858,1,ahahah i'm so happy that bitch just spilt all her coffee everywhere
10888,0,i just want to punch you in the throat when you get my order wrong stupid bitch at tonic
20676,1,"it  i wish they made a he fax .
id be like show me the he fax before dating a girl ."
23402,0,why you think all these nights end up with all these kiss? fucking ugly birches
16408,1,"it  ll it  night like ""damn why would this bitch do this ? "" i helped your family move and the dwyer almost fell&8230;"
5362,2, team sucks
2678,2,  well that's some cracked jack secret service work there. of anyone?
5699,0, happy birthday queer
24893,2,red meat trash
14553,0,it  brandon helps a he ass night and wen i see him i'ma smack him like da ll bitch he is 300
21119,0,seeing ugly birches get pregnant let's me know that night will fuck anything with a hussy. alcohol is no longer the excuse. you was pressed
4248,2,  &it;&it; closet muzzle     
12418,1,"just waking up and hearing about this lesion sheet , what a dummy . no respect for him , go get a rings and come back? real admirable bitch"
12874,1,lmfaooo&8220; two bad birches giving me head at the same dam time...... oldpics ll 
4267,2, seize a yellow bone
22744,0,truth it  only a maggot would turn down hairy hussy
7694,2,"and northkorea called back a monkey. ll! 
it! 
*if the shoe fits! 'cause it sure looks like he married one! 
"
14585,2,"it  &8220; when the trash bag is so full , you can barely tie it....&128548;&128548;  sttooopp!!&128563;&128514;&128514;&128557;&128557;"
2942,2, was is hetty havana. wait til we go pick up at in austin tomorrow
8724,2,cleveland is the best team for daniel honestly the of can use the offense he had with the redskins &amp; the brown d is nice wit a def he
9584,0,"fucking maggoty  aren't from or live in do, maryland or va"
5486,1, i don't got any beef with you but tell to boy flex to stop acting like bitch and bring his duck ass up here.
14892,2,it  chicken fires.  shake. perfection. 
7273,2, time to dump another diet come in the trash
14394,0,it  at least i say in crazy...some night gutta find out a bitch wild when she shooting at they ass &128514;
4198,0,   shit your ass and shabby your moss hussy u jew bastard. or times coming. heal hither!
25289,0,you're all nigger
2765,2,   the likes want to charge you &128175; dollar for the complete version 
12051,0,in soooooo tired of this dick duke showing up on my ff feed. real study dont fuck nights. just be sexual.
17346,2,"it  i see you again didn't election bird for government, america. that okay. i guess i just take this free cook for every&8230;"
20341,1,it  &8220; ink why i love skinny girls&8221; they got good hussy &9994;
9498,0,fuck ass resin corners
3371,2, she was always a pathetic must desperately seeking attention &amp; a purpose. no matter what up writes that will never change
8608,1,can handle this bitch and her elbow fat
7843,1,all these hoes fucking ! but they don't anna seem like a he you gutta hit them on d lo !
10756,0,i hate the white trash corps who rapid and murdered my infant daughters and son.
7247,2, i forgot you're the same bull that said yeezus was good and that j.come is trash 
4747,1, i gutta start treating these ugly hoes like times.. before they get fine on my ass
5998,0, you did a good job doing that to me and not testing back maggot
7924,0,america is white trash and so are all americans.
3991,1," bare it bitch.
see what i did there"
9478,0,fuck milk &8220; &8220; why does xii keep favoring my soon sweets ?&8221; milk didn die for this&8221;
14123,2,people be so angry tonight on dis here sweeter. it hard for a colored man to see all dis anger. like been in a wattle house in mississippi
7032,1,"  fuck y'all if you doubt me, i'm a piece of white trash i say it proudly"
21671,0,stupid white people making my posts relevant to they own life stupid cousintoucher honkie whitetrash blonde
18426,1,"it  to get with a he, you just need to be cut, have muscles, dress your ass off (swag), or talk a good game."
6258,0, nigger
715,2,explainananimeplotbadly boy with a monkey tail grows up to the the savior of a futuristic yet old earth
16322,2,it  no-to-during-the-week printing rule has thrown quite a monkey french into rooseveltspbs viewing schedule. daytime  &8230;
20697,0,"it  "" fuck you say bitch? i will kill you "" "
20555,2,it  my score on floppy bird is higher than the bronzes score right now
21945,0,"the  elite call conservatives ""our nigger"" behind closed doors. trot teaparty"
243,2,""" us senior re anthony brown calls head coach steve parisian a racism and quits team. &187;  he's a bitch"
6698,0,   at least in not black bitch your parents left you in the macdonald parking lot after you were born
6975,2," seems if they dont come up with it, its trash, nobody outside hollywood knows what pp will pay to see..ha! guess those in he dont"
16859,1,it  &8220;  oooh give this one to the hot pocket he same
18865,0,it  all these birches &amp; nigger with they imaginary waters .....
24472,0,"i find it funny when bags write ""looking for of"" on a grind a. ll that a fucking a dumbass."
10332,0,i be waking up on some new shit like fuck that bitch shit
11609,0,"i'm literally laughing in shock, amazement, joy. in...just everything. in everything! pop the champagne american queer. we have arrived."
22749,1,truuuuuuuuuuu facts both then nigger is hussy nd i'll tag em both  nd classify r/p by my night let 
20645,1,"it  *when be sings ""it ain't nun to cut that bitch off"" with too much enthusiasm* "
5449,0, your picture makes you look like a serious far. justsayin ll
12383,2,"final seemed to be having an out-of-body experience enhanced by special brownish

by up and at 'em
stribpol mop"
21634,2,stop it'ing celtic trash please
9475,1,fun to bitch and its wet like a pool&128166;
1194,2,&8220; two of the best yankees dere peter and joe tore joetorreday  
21332,1,slide in that he do's like &127938;&127938;&127938;
18222,0,it  the reason you called jesus a monkey is because you knew he was not your color farrakhantheme
23857,1,you little dumb ass bitch i dont fuck with you!
24718,2,"might walk to drunken donets, i want a orel coffee coolatta."
3632,0, nothing much cousin touching white trash bigger wannabe bitch boy dick sucking fucking gay bitch
20558,2,"it  stuff broke loose, must not panic and share if instead "
6680,2,  lmaooo just call my phone if you want them birds *might voice*
468,2,"""how about we draft all those guns-ho folks and send them to afghanistan or other war bones so they can show their... "
6181,0,  bags.!
1442,0,"&8220; when you live this gay, you can't be afraid of two black docks in your butt"" you fucking queer"
21901,2,that was not good times! starting the picked mouse club soon!
21828,1,that bitch our my hair way to short
7749,0,"ain't shit like fucking another night bitch and skin her ""who hussy is this"" and she say yours may no bitch in stealing this hussy ll"
23854,2,you like those? honestly they tasted like the sole of my shoes it   that's a shame.
12246,1,"it's funny how these waggon white boys anna act like they're ball till it comes time to tip.
sad ass cracked."
5877,1," i'm subtweeting my sister, he"
14826,2,it  green and yellow -ll wayne &128155;&128154;&128175;&128175;&128175;&128175;
21293,0,sick of your soon antics it  accuracy it  &8220;henry &it; water&8221; &128128;&128128;&128128;
7038,2," whoa easy amy, don't flag the caucus too much with such a generalization"
1452,2,&8220; mmm daily is out!  stories via   yellow is in! &amp;  lui the being!
4666,0, i'm not a far. to
12214,0,"it was nice of you to follow me, far"
851,0,firefighter is a job for white trash
24542,2,"if ice j fish gets all these looks , who really trash me or him"
25112,1,"too many birches, not enough adults."
3361,0," hope you guns do get attacked for supporting sofa, bunch of dirty snake maggoty."
11601,2,i'm just trying get to sleep before the birds start getting rowdy.
296,1,"""   yeah texans are so much better you fucking retard"" i see that you're mad about this."
1280,1,"&8220; mental asylum in dallas texas, 1980's.  should i go find this he?"
11570,2,"i'm going to dress up as trash for halloween. oh wait, i look like that everyday."
12055,1,in still going trick or treating. that free munching bitch
14053,2,or she just can afford winter clothes it  summer he = winter muslimah
16130,2,it  winning brown! le clevelandfans clevelandpride clevelandbrowns clevelandsports brown brown&8230; 
14134,2,people who don't put their blisters on seriously just need to crash into a pole or something &128548; moveoutmywaybitch
20309,2,"it  led christmas door lights him left 100 led fairy string light for outdoor/indoor, 

"
20174,2,it  i still live with hope that one day a hot rich boy will fall in love with me even though in trash
357,0,""" states dash won &128166;  saddest bitch evaaaa"
15535,1,"it  i spent my whole fucking life apologizing for not being enough. you can't cut, nip, fuck, boone or drug the inadequacy out&8230;"
22225,1,these he nights haunt seen half of me. chain
20146,0,it  if you like after rome chances are i think you're a maggot.
11850,1,"if not for go, trayvon would be alive right this second... smoking a bowl and meeting about ""birches and hoes"". such a nice kid he was..."
17074,0,it  happy birthday maggot! &128536; 
11222,1,i take it notre dame is still trash. 
21676,2,such a trash episode of the walking dead tonight.
16349,1,it  ma bitch him out ll 
6678,1,      fuck you bitch
8925,0,"degree, patrick, ed, sheen, tommy's dad, basis &amp; butted, peter griffe. this is just a list of some mentally retarded cartoon characters."
12390,1,john merry.... the sellout:  neverforget how this hussy screwed our troops in vienna. now he's rewarded. disgusting.
3378,0, julie tell them crybaby black to get someone bulk. and dress them up white faced......nigger always whining!
5862,0,  u guns are bags.
11288,2,i used to picture him coming up the wad to for sharing with a barrel of brandy for me 
3891,2, yellow shirt hat turn to da side
18984,2,it  ll i'm literally just a walking trash can
12407,2,"is on my feet, that song is trash too toll"
7045,2, aren't they the best? there story is here:  now it's time to visit our yellow friends at 
20156,2,it  poll: florida governor rich scott is leading charlie wrist by five points. 
17990,1,it   phone 5 bitch
2801,1, i anna be that white night chill in my mind cooper just thrown money at birches
19014,1,it  if you're donna smoke weed then do you but alcohol is just stupid you maggoty are getting more stupid drinking it
7164,0, that's what happens when you date a colored
10012,2,he so trash it  mary williams got carried ll
25038,2,them wants be clutch for bedtime the &128514;&128557;
10492,1,"i don't have hoes 
its a myth"
12745,1,"like my rd grade teacher used to say, ""you either eat hussy, or you are one. what's it donna be?""  "
4399,0, what did you search? gay redness episode 1 play?
11417,2,"i would like to test and see how long your tongue really is, my lady. [eggplant emboli] "
5836,2, i heard green tea makes you lose weight.... and emma soon so that explains the watermelon
21800,2,"thanks to  cracked sweets today, my pilchards on krackerwheat are repeating on me like a typical night on the bc :-/"
14969,1,"it  life is a bitch and harsh enough. guns need a girl that will make them feel better and help relieve some of the stress, &8230;"
3948,1,   that shit county ll
19478,2,it  why adonai look like he bout to sell the most hetty used cars of 2014 ? 
2026,2,&9733; grand opening ! &9733; top class &9733; oriental massage &9733; perfect !&9733; 
20359,2,"it  have a great day, you lovely fellow apes :) "
23345,2,why do keeps gutta be mad hetty nowadays? s pull up your parts!
3510,2, bout to be in like a couple hours
21555,0,"soon  will be to ""fuck backtrack"" and i can't wait because fuck those maggoty."
15236,0,it   you're not safe hussy boy looooool 
10329,1,i be using these full birches &128514;&128514;
3733,0,  good leave you stupid maggot
24237,1,days why u can't pass up on birches cut dey ah make it seems like u sweating dem....man u know dat man could've fuck u
19530,2,it  it if you'd marry scarlet johnson 
3131,0,"  an enraged 6'4"" 290 lb mike brown lethal weapon on legs.his hatred 4 the police &amp; white added fuel 2 his arsenal"
6945,1,  i'll continue dis later. i'll be back bitch.
2612,0,   cracked jack shut the fuck up
12396,0,johnny rebel - quit your within' nigger!: 
12064,1,in tired of these birches action like they loyal ll
10713,1,i hate a trash bad bitch
3859,0,  is an evil hate white racism who thinks desert benton deserved it.   
24218,0,corns
10911,0,i know right it  i hate fat loud birches
3067,2, can't even spell right. you have the brain of an ape
6886,2,  tyranny
15684,1,it  that he want 6/6.
5457,1, or why? this my for be the wad why u fucking up he?
9532,0,"fuck that nigh he so weak, he can tell that you a freak"
7661,1,a man will cheat on his woman.. fuck 20 different birches in 1 year.
12372,2,jihadis are running a claim that the king of said arabia died two days ago. must be the bombs falling on em that r making em hallucinate.
1410,1,&8220; the next time i see this bitch i'm beating her ass. job or not.&8221; ll
434,2,"""brownish for my brown"" i love this movie. &128517;"
3729,2,  no song i've heard was good is what i mean by he's trash
13349,1,my dumbass has a redskins cab jersey
7778,1,all i need is a 100 million dollars bc i got that bad bitch
22690,0,told my dad to go buy colonies for the granulation reception...this night bought ores.
2276,0,2 hoes 1 duke
6212,2, this guns company had best year ever...under drama....conservative teabaggers are sum
14319,0,"it "" &amp; all my nights hot boys , so don't bring no ice in this bitch &128130;&8221;"
10981,0,i love all people for who they are but there's this one far that goes to my school that can catch a nina star to the face sap
1043,2,&128530; my nerves are being worked cos of my monkey &128529;&128545;
8132,1,bad birches aunt cheap better pass her if u broke !!
18083,2,it  she literally just put the whole trash bag on lafa 
14112,0,"peace bags, just remember i'm best klux support na. drop lusty pick me and makar up tm."
14118,0,people are fucking retarded ll
24897,2,respect the birds. peace in pieces.
6146,2, vertical nip bars..i already have horizontal ones so i think it'll look hell cut
6121,1,  hussies
864,0,milesthompson fouche wetback ca 
6735,2," ""wait n as in nick or m as in sick?"" &128514;&128514;"
15201,0,it    soft maggot a clip is 4+ holy fucking witty shit
8640,2,chance is trash
12643,2,leave it 2 teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. waiting on god to fix it? morningjoe
15409,2,it    he plays for the yankees right?
12813,2,"may the shovel video is pretty awesome, she went down like a ton of bricks ll. gutta love honey rift raft savages. that is all."
13399,1,my mon seen my progress report &amp; was like so utf is up wit this b bitch utf do you not see them 7 a's &128529; of she just ungrateful &9995;
3409,1," yeah, so quit being a bitch and edit."
19155,2,it  first day of spring break: ate half a pan of brownish &amp; watched 6 episodes of parts and rec with  &amp; 
20916,0,ranch ass he.
3514,1, finger my wet throbbing hussy slowly as i cum on or fingers
3281,0, you understand you look like a real life duke right? like you look like a anna duke brow. a sports bar &amp; ball short wearing duke
19795,2,it  us ghettos-driven by liberal ideology; forged by unions &amp; bankruptcy by self-serving gems watering parasites! trot 
20111,2,it  mass. go go.-elect charlie baker: no driver's licenses for illegal aliens ==&it;  amnesty
10905,1,i know a lot of using ass hoes that just want bread an wheels from night go grind bitch&10071;
13387,2,my mamma made me some brownish they was everything &128553;
6355,0,"  to ----&it; get past boot camp, and go active a few years, see what we really do daily you liberal hussy"
19746,1,it    far
18690,1,it  i'll write a poem for u he 
23853,0,you like them bitch nights.
1393,1,&8220; ignoble dropping them birches like a felt line&8221;. &128514;&128514;&128553;&9996;&65039;
10057,1,here this night go it  damn dark skinned hoes be having all that ass but be looking like pokemons &128553;&128555;
3127,2," 
y'all got bettah machinery fo dat. danger be hetty"
3107,1, bitch ass
15494,2,it  came to training camp today to find charlie batch asleep on the curb...
17928,2,it  &128514;&128514;&128514;&128514;&128514;&128513;&128513;&128513;&128513;&128588;&128588; it  watching a bird poor on your car after you just got it washed 
24158,0,birches be like i'm mixed wit italian chinese nd african american i be like bitch just cut you ate or&8230; 
9164,2,early bird gets the worm! &128027;&128036;
24867,0,pure trash 
8522,1,"call when you grow up. if you live that long. sorry for parents with such poor skill they got you .  old bitch"""
2702,1,    fuck off bitch.
21768,1,tell that hating ass nigh to shut the fuck up
4425,0,   your getting blocked maggot
23599,0,"yea alright redness white trash"" stupid nigger hollering out their car going down the road trying to hit on me! fuck y'all!"""
1964,0,"&8220; o u followed me so i can't do u, so i'll say it here, you're a rude count may&8221; you can do me"
6551,2, then who are you to call me trash &128522;
13328,1,"my clothes are always retro, sexual like in hero, and i play a bitch like intend, take her for a ride in my benzol.

-"
22928,2,wait did  take my brownish??
4321,1, oh i did nigh oh that shot done trust me am ..
20757,1,it  too many birches is shady
20467,2,"it  for lots of great soldiers, check out ""memories and more"", with yankee rose, today from 1:00 pm to 4:00 pm eastern! "
16949,0,it  you hoes need to stop dressing y'all kiss as might and trappers that y'all tucked. ll night just wanted to be a power ran&8230;
21580,2,"special thanks to tiny, charlie and staff at eagerly hills... thanks to everyone that dedicated time to make the... "
21942,0,the midst of the us is white trash.
8859,1,damn bitch you nose please don't touch my phone please
15114,0,it  looked called that maggot a maggot.
20126,1,"it  &8220; hoes always say they a ""rider"" bitch soft and ride this dick&8221; lmaoooooooooooooooooooo &128557;"
4099,1, i almost have enough rank to buy some stuff from the purple bitch. what should i buy from the exotic guy?
25084,0,this guy is the biggest maggot of
11867,0,"if some one isn't an anglo-saxon protestant, they have no right to be alive in the us. none at all, they are foreign filth."
14621,1,"it  i want a real relationship &9994;&128272; no games, no lies, no side hoes, just me and you &128152;&128141;"
16697,0,"it    not donna happen the coward nigger gets lit up. he knows it. ""pay has to sign to tm"" but why di&8230;"
18628,1,"it  "" i think my wish came true, where y'all hating ass birches at &128299;  nahhhhh"
18670,0,it  dead!!&128128;&8220; &128553; it  when or fucking and her hussy stand but u have really good friends........... he&8230;
954,1,&127829;&128049; it  it  a piece of hussy 
22604,2,this re-colored pictured of abraham lincoln is one of the coolest things i&8217;ve seen in a while&8230; 
11755,1,"idea about someone having a cure,let this bitch burn"
10889,2,i just want vanilla ores
10934,2,i like rivers he talks a lot of trash you can tell he loves the game
8752,1,"confident in one way, hussy in another. so strange"
18463,2,it  &8220;robe&8221; as they shoot a piece of paper into the trash
9760,0,good morning corns.
4553,0, back up maggot
19955,1,it  somebody call an ambulance because these birches dining for attention
4638,1, ms. martinet fucking with the cripple kid?!
9623,2,"guns, i just walked into an office, and the secretary has a bird. looks like i may just find out for myself. "
24462,0, leo get the fuck off of vine you far
3498,2, looks like any other little porch monkey to me!
19011,0,"it  most teachers abuse their position, there's teaching with discipline and there's being a count, most are cents"
12226,2,"it's a bird? it's a plane? no, it's peter ""walking on air"" buyers  "
6017,1," 
every birches claim"
14294,1,put a hands up if you a grade a bitch
23801,0,you got me maggot
17716,2,"it  &8220;that's a very nice fig, kearney. now isn't dancing much more fun than building?"" "
12368,2,jihadi propaganda play:us had gulf countries publish pick of their pilots 2 defect sunny anger from itself &amp; ran 
14318,0,"it "" now do we have another maggot? &8220; timatheracer now do we have another can later? ll&8221;""&it;&it; dat due is nice"
875,2,philhughes  ney better then or whole team
3282,1, lmsoooo dawn i ain't got no birches mane. i low key got a thick but i can't say it on twitter. you know how these wolves is
14707,0,"it  anybody who rashes their own neighborhood after a perceived injustice is a fucking moon. 

ferguson"
3272,0, we queer white thirsty bitch
22369,2,"thinking about the ""boom boom boom way ho"" video makes me laugh at least once a day."
17940,2,"it  jaheim, done jones, life jennings, genuine, charlie wilson, dry hill, next, jodeci, these and etc ...... bring that type &8230;"
16035,2,it  orel ice cream sandwiched 
17220,1,"it  ""good hussy is hussy that makes you really think bout making her breakfast hussy that makes you think about being a father"""
2658,2, or as i like to put it 'looking through race colored glasses' 
7185,1, bitch what but i pull more hoes the u dream of
3455,1, utf he answer my question
23679,2,to if you get like over 25 of floppy bird you need to do some self evaluation because you probably have no life
3223,2, i read a black man sweet hot sauce is trash &amp; watermelon is operated. i can't deal
13326,1,my cats a bitch nigh.
1268,2,"&8220; islamic state suspects in indonesia are chinese uighurs 
higher jihadis: they're not just a pre tool."
8369,2,"bought this up in manchester the other week, had no idea it was coloured final. man what a steal!!!!! vinylgasm re-machine"
11188,0,i still think snap chat for maggoty and high schools
18468,1,"it  die slow bitch "" that&8217;s  it  scar accurate "
22114,1,them pretty birches love me them birches love me guccccci
18565,2,it  time to bounce in the bone. letsgoyankees walkoff 
4870,2, is 72% out of wedlock births a lie? nations in and place. mostly driven up by illegal aliens w/ anchor babies
11998,2,gay is treading. twitter's trash today.
4960,2,  i'm not a liberal &amp; i support changing the name. it transcend standard political grandstanding.
17063,0,it  if you claim macklemore is your favorite rapier i'm also assuming you watch the anna on your free time maggot
5818,1, i &128154; you bitch
10768,1,"i hate when birches ""been thinking"" s"
14065,2,oriental rugs cause i'm ulcer than a dove.
5700,2, colored contact
5575,0, status report: making a pit stop in canada to rape birches
18569,2,"it  one scout said trade is ""first team most underrated."" gives the yankees a b through 2016, could slide to b if needed too."
24817,2,"old fellow water froze in that funeral home. he got it untaxed and wants me to help get his pump going again, that place spoons me man..too"
8021,2,apple need to add some colored emboli
7269,1, i am funny bitch
14017,1,only movie i can wait to see.. tansformers4 . if its a fail in going killer ape shit on michael bay
21923,1,that's the kind of bitch i hate fucking with
380,1,"""  i'm so sure bitch"" for of"
8826,1,my nigh dress funny as hell
11244,2,i think i'm donna walk around the house free as a bird.
16824,0,"it  if you side, you're a fucking maggot. i fucking hope all of you singers get fucking rapid and suffer from cancer."
2374,2, she looks like a plastic monkey doll!
13857,0,of course my faith for baseball is off this year. because of barrybonds you goddamn rewards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! mormons
16971,0,"it  here's how your ""suggestion"" plays out  

racism: ha, those nigger stopped calling each other night 

the end"
25010,1,"that top off, pop off, in with my dogs like specie griffe, birches hear me they be like ooh he repnin"
23323,1,why all the birches face gay now?
8007,2,"any solution to dog which doesn't deal with demographics - only laws - is no solution.
northwestimperative
"
7459,2, this is my female grand champion hesse. she heard a bird outside. 
6246,2," last year i had to explain why ""queer theory"" is the acceptable academic term"
21120,0,seem like da colored folk be getting in da way lately. i just saying
20058,2,it  giantduck pittsburghduck yellow livestream xi nofliter @ duckburgh 
14006,0,"only bags say ""swag"" ships mad retarded."
14434,1,it  on twitter you ho%s can just take a pick with your ass out and be somebody..s...
2822,2, pop won and drop it the
20902,0,it'in your own shit now hussy what a joke you'd end up just like all the rest no show chicken shit mother pucker
6425,1, eh it was tough but yeah. ll j of course night
11321,1,i want to square up with all these hoes.
9853,1,guns say brows before hoes. i say food before dukes.
11949,0,"if you kill all corps and cracked babies, what next?????? black states, white states, and latin states? isn't that moving backwards?"
11476,2,"i'm camera shy, don't talk on phone and love when it rain.....if you no the life you wouldn't understand"
22938,0,wake up you stooped duke 
6725,1, bitch in 5'7 1/2 sad he
13109,0,mayweather is a hussy he only winning us he pick his fight and he pick the nobody fighter . fightpacquiao 
25006,1,that ll bitch released the exclusive shower photo between nights. trustisbroken
15713,1,it  talking bout the next bitch but you ain't bout shit.
21385,2,so i'm at tedgibson and ted is getting his hair colored right beside me. heresy!
4965,2,  those cracked will leave you parched as
7374,0, bags***
1523,1,&8220; aren't they all the brow? it  i hate a nose bitch....&8221;some more than others
24604,2,it's a brand new day and the birds they chirping
6244,1,    indeed i did night is too over used so i use nigger
17359,1,it  and too short to fuck boring hoes it  life's too short to wear boring clothes
16763,2,it  congressional hopeful richard time stops in at baker's swampscott rally. but still no charlie. cab 
9483,1,fuck a hot head hussy i it a cold heart
16715,2,"it  directions, d's  &amp;  monkey around on set of stealmygirl video:  "
12444,2,"just killed 3 birds with 1 stone! thank god i played attention in my communication classes
work"
18777,1,it  never realize the precious time you bitch nights is wasting &128070;
10586,1,"i found the ""boom, boom, boom, waaaaay ho"" girl. how the fuck does someone sing for 5 years and not progress at all? "
16223,2,"it  ""letter, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'only in c&8230;"
19031,2,it  throw me in trash 
12565,0,know why the ultimate warrior died? god loves far torsion ? he was an anti-gay crusades so a little light jokes are necessary
10442,2,i def got a few shades darker cutting my mamma grass. there goes my yellow frame ll
24238,2,bite works like a charm in openwork arguing run with full test coverage. the gap version would rarely made in there 
16304,1,it  how am i suppose to ride for you&128107; ? and you got birches in back seat &128109;&128111;&128581;
